,Month-Year,location,Death,iso_code
0,2020-02-01,Afghanistan,0,AFG
1,2020-03-01,Afghanistan,21,AFG
2,2020-04-01,Afghanistan,812,AFG
3,2020-05-01,Afghanistan,4924,AFG
4,2020-06-01,Afghanistan,14982,AFG
5,2020-07-01,Afghanistan,33439,AFG
6,2020-08-01,Afghanistan,42108,AFG
7,2020-09-01,Afghanistan,43060,AFG
8,2020-10-01,Afghanistan,46274,AFG
9,2020-11-01,Afghanistan,48777,AFG
10,2020-12-01,Afghanistan,62050,AFG
11,2021-01-01,Afghanistan,71891,AFG
12,2021-02-01,Afghanistan,67864,AFG
13,2021-03-01,Afghanistan,76227,AFG
14,2021-04-01,Afghanistan,76300,AFG
15,2021-05-01,Afghanistan,85386,AFG
16,2021-06-01,Afghanistan,114208,AFG
17,2021-07-01,Afghanistan,184478,AFG
18,2021-08-01,Afghanistan,216817,AFG
19,2021-09-01,Afghanistan,215185,AFG
20,2021-10-01,Afghanistan,224427,AFG
21,2021-11-01,Afghanistan,218866,AFG
22,2021-12-01,Afghanistan,227309,AFG
23,2022-01-01,Afghanistan,228855,AFG
24,2022-02-01,Afghanistan,210096,AFG
25,2022-03-01,Afghanistan,236979,AFG
26,2022-04-01,Afghanistan,230302,AFG
27,2022-05-01,Afghanistan,238432,AFG
28,2022-06-01,Afghanistan,231381,AFG
29,2022-07-01,Afghanistan,239718,AFG
30,2022-08-01,Afghanistan,240588,AFG
31,2022-09-01,Afghanistan,233728,AFG
32,2022-10-01,Afghanistan,242155,AFG
33,2022-11-01,Afghanistan,62605,AFG
34,2020-02-01,Africa,0,OWID_AFR
35,2020-03-01,Africa,1244,OWID_AFR
36,2020-04-01,Africa,28095,OWID_AFR
37,2020-05-01,Africa,86007,OWID_AFR
38,2020-06-01,Africa,210010,OWID_AFR
39,2020-07-01,Africa,453245,OWID_AFR
40,2020-08-01,Africa,787119,OWID_AFR
41,2020-09-01,Africa,992660,OWID_AFR
42,2020-10-01,Africa,1218154,OWID_AFR
43,2020-11-01,Africa,1428225,OWID_AFR
44,2020-12-01,Africa,1796945,OWID_AFR
45,2021-01-01,Africa,2428134,OWID_AFR
46,2021-02-01,Africa,2755828,OWID_AFR
47,2021-03-01,Africa,3361595,OWID_AFR
48,2021-04-01,Africa,3517500,OWID_AFR
49,2021-05-01,Africa,3918314,OWID_AFR
50,2021-06-01,Africa,4083295,OWID_AFR
51,2021-07-01,Africa,4849326,OWID_AFR
52,2021-08-01,Africa,5710479,OWID_AFR
53,2021-09-01,Africa,6127740,OWID_AFR
54,2021-10-01,Africa,6670210,OWID_AFR
55,2021-11-01,Africa,6626224,OWID_AFR
56,2021-12-01,Africa,6994119,OWID_AFR
57,2022-01-01,Africa,7248640,OWID_AFR
58,2022-02-01,Africa,6848189,OWID_AFR
59,2022-03-01,Africa,7774982,OWID_AFR
60,2022-04-01,Africa,7574560,OWID_AFR
61,2022-05-01,Africa,7858289,OWID_AFR
62,2022-06-01,Africa,7637409,OWID_AFR
63,2022-07-01,Africa,7922580,OWID_AFR
64,2022-08-01,Africa,7946113,OWID_AFR
65,2022-09-01,Africa,7699788,OWID_AFR
66,2022-10-01,Africa,7962604,OWID_AFR
67,2022-11-01,Africa,2056148,OWID_AFR
68,2020-02-01,Albania,0,ALB
69,2020-03-01,Albania,91,ALB
70,2020-04-01,Albania,728,ALB
71,2020-05-01,Albania,975,ALB
72,2020-06-01,Albania,1221,ALB
73,2020-07-01,Albania,3302,ALB
74,2020-08-01,Albania,6945,ALB
75,2020-09-01,Albania,10286,ALB
76,2020-10-01,Albania,13731,ALB
77,2020-11-01,Albania,19239,ALB
78,2020-12-01,Albania,31857,ALB
79,2021-01-01,Albania,39480,ALB
80,2021-02-01,Albania,44037,ALB
81,2021-03-01,Albania,63810,ALB
82,2021-04-01,Albania,69887,ALB
83,2021-05-01,Albania,75267,ALB
84,2021-06-01,Albania,73604,ALB
85,2021-07-01,Albania,76140,ALB
86,2021-08-01,Albania,76586,ALB
87,2021-09-01,Albania,77186,ALB
88,2021-10-01,Albania,87201,ALB
89,2021-11-01,Albania,90259,ALB
90,2021-12-01,Albania,97819,ALB
91,2022-01-01,Albania,101437,ALB
92,2022-02-01,Albania,95637,ALB
93,2022-03-01,Albania,108045,ALB
94,2022-04-01,Albania,104832,ALB
95,2022-05-01,Albania,108400,ALB
96,2022-06-01,Albania,104916,ALB
97,2022-07-01,Albania,109091,ALB
98,2022-08-01,Albania,110676,ALB
99,2022-09-01,Albania,107586,ALB
100,2022-10-01,Albania,111321,ALB
101,2022-11-01,Albania,28744,ALB
102,2020-02-01,Algeria,0,DZA
103,2020-03-01,Algeria,324,DZA
104,2020-04-01,Algeria,9197,DZA
105,2020-05-01,Algeria,16901,DZA
106,2020-06-01,Algeria,23600,DZA
107,2020-07-01,Algeria,32720,DZA
108,2020-08-01,Algeria,42428,DZA
109,2020-09-01,Algeria,48964,DZA
110,2020-10-01,Algeria,57192,DZA
111,2020-11-01,Algeria,65248,DZA
112,2020-12-01,Algeria,81232,DZA
113,2021-01-01,Algeria,87734,DZA
114,2021-02-01,Algeria,82303,DZA
115,2021-03-01,Algeria,94314,DZA
116,2021-04-01,Algeria,94693,DZA
117,2021-05-01,Algeria,104551,DZA
118,2021-06-01,Algeria,107894,DZA
119,2021-07-01,Algeria,121911,DZA
120,2021-08-01,Algeria,149055,DZA
121,2021-09-01,Algeria,168391,DZA
122,2021-10-01,Algeria,181913,DZA
123,2021-11-01,Algeria,179783,DZA
124,2021-12-01,Algeria,191320,DZA
125,2022-01-01,Algeria,199006,DZA
126,2022-02-01,Algeria,188533,DZA
127,2022-03-01,Algeria,212805,DZA
128,2022-04-01,Algeria,206227,DZA
129,2022-05-01,Algeria,213125,DZA
130,2022-06-01,Algeria,206250,DZA
131,2022-07-01,Algeria,213133,DZA
132,2022-08-01,Algeria,213211,DZA
133,2022-09-01,Algeria,206367,DZA
134,2022-10-01,Algeria,213301,DZA
135,2022-11-01,Algeria,55048,DZA
136,2020-03-01,Andorra,39,AND
137,2020-04-01,Andorra,917,AND
138,2020-05-01,Andorra,1518,AND
139,2020-06-01,Andorra,1545,AND
140,2020-07-01,Andorra,1612,AND
141,2020-08-01,Andorra,1632,AND
142,2020-09-01,Andorra,1590,AND
143,2020-10-01,Andorra,1895,AND
144,2020-11-01,Andorra,2266,AND
145,2020-12-01,Andorra,2478,AND
146,2021-01-01,Andorra,2805,AND
147,2021-02-01,Andorra,2986,AND
148,2021-03-01,Andorra,3499,AND
149,2021-04-01,Andorra,3637,AND
150,2021-05-01,Andorra,3935,AND
151,2021-06-01,Andorra,3810,AND
152,2021-07-01,Andorra,3939,AND
153,2021-08-01,Andorra,3999,AND
154,2021-09-01,Andorra,3900,AND
155,2021-10-01,Andorra,4030,AND
156,2021-11-01,Andorra,3907,AND
157,2021-12-01,Andorra,4194,AND
158,2022-01-01,Andorra,4417,AND
159,2022-02-01,Andorra,4169,AND
160,2022-03-01,Andorra,4722,AND
161,2022-04-01,Andorra,4590,AND
162,2022-05-01,Andorra,4743,AND
163,2022-06-01,Andorra,4590,AND
164,2022-07-01,Andorra,4743,AND
165,2022-08-01,Andorra,4772,AND
166,2022-09-01,Andorra,4644,AND
167,2022-10-01,Andorra,4805,AND
168,2022-11-01,Andorra,1240,AND
169,2020-03-01,Angola,6,AGO
170,2020-04-01,Angola,60,AGO
171,2020-05-01,Angola,85,AGO
172,2020-06-01,Angola,210,AGO
173,2020-07-01,Angola,915,AGO
174,2020-08-01,Angola,2627,AGO
175,2020-09-01,Angola,4268,AGO
176,2020-10-01,Angola,7325,AGO
177,2020-11-01,Angola,9636,AGO
178,2020-12-01,Angola,11686,AGO
179,2021-01-01,Angola,13481,AGO
180,2021-02-01,Angola,13697,AGO
181,2021-03-01,Angola,16193,AGO
182,2021-04-01,Angola,16851,AGO
183,2021-05-01,Angola,20979,AGO
184,2021-06-01,Angola,25209,AGO
185,2021-07-01,Angola,29592,AGO
186,2021-08-01,Angola,34363,AGO
187,2021-09-01,Angola,41306,AGO
188,2021-10-01,Angola,51232,AGO
189,2021-11-01,Angola,51781,AGO
190,2021-12-01,Angola,53989,AGO
191,2022-01-01,Angola,57365,AGO
192,2022-02-01,Angola,53138,AGO
193,2022-03-01,Angola,58900,AGO
194,2022-04-01,Angola,57000,AGO
195,2022-05-01,Angola,58900,AGO
196,2022-06-01,Angola,57000,AGO
197,2022-07-01,Angola,59095,AGO
198,2022-08-01,Angola,59407,AGO
199,2022-09-01,Angola,57510,AGO
200,2022-10-01,Angola,59427,AGO
201,2022-11-01,Angola,15336,AGO
202,2020-03-01,Anguilla,0,AIA
203,2020-04-01,Anguilla,0,AIA
204,2020-05-01,Anguilla,0,AIA
205,2020-06-01,Anguilla,0,AIA
206,2020-07-01,Anguilla,0,AIA
207,2020-08-01,Anguilla,0,AIA
208,2020-09-01,Anguilla,0,AIA
209,2020-10-01,Anguilla,0,AIA
210,2020-11-01,Anguilla,0,AIA
211,2020-12-01,Anguilla,0,AIA
212,2021-01-01,Anguilla,0,AIA
213,2021-02-01,Anguilla,0,AIA
214,2021-03-01,Anguilla,0,AIA
215,2021-04-01,Anguilla,0,AIA
216,2021-05-01,Anguilla,0,AIA
217,2021-06-01,Anguilla,0,AIA
218,2021-07-01,Anguilla,0,AIA
219,2021-08-01,Anguilla,0,AIA
220,2021-09-01,Anguilla,10,AIA
221,2021-10-01,Anguilla,31,AIA
222,2021-11-01,Anguilla,76,AIA
223,2021-12-01,Anguilla,131,AIA
224,2022-01-01,Anguilla,203,AIA
225,2022-02-01,Anguilla,246,AIA
226,2022-03-01,Anguilla,279,AIA
227,2022-04-01,Anguilla,270,AIA
228,2022-05-01,Anguilla,279,AIA
229,2022-06-01,Anguilla,270,AIA
230,2022-07-01,Anguilla,288,AIA
231,2022-08-01,Anguilla,313,AIA
232,2022-09-01,Anguilla,356,AIA
233,2022-10-01,Anguilla,372,AIA
234,2022-11-01,Anguilla,96,AIA
235,2020-03-01,Antigua and Barbuda,0,ATG
236,2020-04-01,Antigua and Barbuda,62,ATG
237,2020-05-01,Antigua and Barbuda,93,ATG
238,2020-06-01,Antigua and Barbuda,90,ATG
239,2020-07-01,Antigua and Barbuda,93,ATG
240,2020-08-01,Antigua and Barbuda,93,ATG
241,2020-09-01,Antigua and Barbuda,90,ATG
242,2020-10-01,Antigua and Barbuda,93,ATG
243,2020-11-01,Antigua and Barbuda,107,ATG
244,2020-12-01,Antigua and Barbuda,143,ATG
245,2021-01-01,Antigua and Barbuda,175,ATG
246,2021-02-01,Antigua and Barbuda,279,ATG
247,2021-03-01,Antigua and Barbuda,770,ATG
248,2021-04-01,Antigua and Barbuda,911,ATG
249,2021-05-01,Antigua and Barbuda,1144,ATG
250,2021-06-01,Antigua and Barbuda,1260,ATG
251,2021-07-01,Antigua and Barbuda,1310,ATG
252,2021-08-01,Antigua and Barbuda,1335,ATG
253,2021-09-01,Antigua and Barbuda,1627,ATG
254,2021-10-01,Antigua and Barbuda,2912,ATG
255,2021-11-01,Antigua and Barbuda,3271,ATG
256,2021-12-01,Antigua and Barbuda,3638,ATG
257,2022-01-01,Antigua and Barbuda,3766,ATG
258,2022-02-01,Antigua and Barbuda,3718,ATG
259,2022-03-01,Antigua and Barbuda,4185,ATG
260,2022-04-01,Antigua and Barbuda,4053,ATG
261,2022-05-01,Antigua and Barbuda,4258,ATG
262,2022-06-01,Antigua and Barbuda,4192,ATG
263,2022-07-01,Antigua and Barbuda,4436,ATG
264,2022-08-01,Antigua and Barbuda,4472,ATG
265,2022-09-01,Antigua and Barbuda,4355,ATG
266,2022-10-01,Antigua and Barbuda,4526,ATG
267,2022-11-01,Antigua and Barbuda,1168,ATG
268,2020-01-01,Argentina,0,ARG
269,2020-02-01,Argentina,0,ARG
270,2020-03-01,Argentina,158,ARG
271,2020-04-01,Argentina,3482,ARG
272,2020-05-01,Argentina,11562,ARG
273,2020-06-01,Argentina,26775,ARG
274,2020-07-01,Argentina,69223,ARG
275,2020-08-01,Argentina,183974,ARG
276,2020-09-01,Argentina,371729,ARG
277,2020-10-01,Argentina,795200,ARG
278,2020-11-01,Argentina,1062692,ARG
279,2020-12-01,Argentina,1278031,ARG
280,2021-01-01,Argentina,1412028,ARG
281,2021-02-01,Argentina,1407809,ARG
282,2021-03-01,Argentina,1674835,ARG
283,2021-04-01,Argentina,1774449,ARG
284,2021-05-01,Argentina,2196043,ARG
285,2021-06-01,Argentina,2601189,ARG
286,2021-07-01,Argentina,3120501,ARG
287,2021-08-01,Argentina,3383419,ARG
288,2021-09-01,Argentina,3415136,ARG
289,2021-10-01,Argentina,3584551,ARG
290,2021-11-01,Argentina,3488482,ARG
291,2021-12-01,Argentina,3622740,ARG
292,2022-01-01,Argentina,3675187,ARG
293,2022-02-01,Argentina,3479596,ARG
294,2022-03-01,Argentina,3946404,ARG
295,2022-04-01,Argentina,3849026,ARG
296,2022-05-01,Argentina,3991548,ARG
297,2022-06-01,Argentina,3869745,ARG
298,2022-07-01,Argentina,4004647,ARG
299,2022-08-01,Argentina,4015622,ARG
300,2022-09-01,Argentina,3894693,ARG
301,2022-10-01,Argentina,4028787,ARG
302,2022-11-01,Argentina,1039964,ARG
303,2020-02-01,Armenia,0,ARM
304,2020-03-01,Armenia,12,ARM
305,2020-04-01,Armenia,527,ARM
306,2020-05-01,Armenia,2012,ARM
307,2020-06-01,Armenia,8745,ARM
308,2020-07-01,Armenia,18701,ARM
309,2020-08-01,Armenia,25394,ARM
310,2020-09-01,Armenia,27637,ARM
311,2020-10-01,Armenia,33744,ARM
312,2020-11-01,Armenia,53074,ARM
313,2020-12-01,Armenia,78705,ARM
314,2021-01-01,Armenia,92132,ARM
315,2021-02-01,Armenia,87995,ARM
316,2021-03-01,Armenia,102663,ARM
317,2021-04-01,Armenia,114772,ARM
318,2021-05-01,Armenia,133516,ARM
319,2021-06-01,Armenia,134539,ARM
320,2021-07-01,Armenia,141368,ARM
321,2021-08-01,Armenia,146024,ARM
322,2021-09-01,Armenia,152283,ARM
323,2021-10-01,Armenia,178825,ARM
324,2021-11-01,Armenia,211075,ARM
325,2021-12-01,Armenia,242872,ARM
326,2022-01-01,Armenia,248466,ARM
327,2022-02-01,Armenia,230317,ARM
328,2022-03-01,Armenia,265776,ARM
329,2022-04-01,Armenia,258615,ARM
330,2022-05-01,Armenia,267316,ARM
331,2022-06-01,Armenia,258850,ARM
332,2022-07-01,Armenia,267527,ARM
333,2022-08-01,Armenia,267904,ARM
334,2022-09-01,Armenia,260105,ARM
335,2022-10-01,Armenia,269696,ARM
336,2022-11-01,Armenia,69672,ARM
337,2020-03-01,Aruba,0,ABW
338,2020-04-01,Aruba,31,ABW
339,2020-05-01,Aruba,87,ABW
340,2020-06-01,Aruba,90,ABW
341,2020-07-01,Aruba,93,ABW
342,2020-08-01,Aruba,161,ABW
343,2020-09-01,Aruba,599,ABW
344,2020-10-01,Aruba,1036,ABW
345,2020-11-01,Aruba,1284,ABW
346,2020-12-01,Aruba,1447,ABW
347,2021-01-01,Aruba,1645,ABW
348,2021-02-01,Aruba,1886,ABW
349,2021-03-01,Aruba,2463,ABW
350,2021-04-01,Aruba,2792,ABW
351,2021-05-01,Aruba,3223,ABW
352,2021-06-01,Aruba,3210,ABW
353,2021-07-01,Aruba,3351,ABW
354,2021-08-01,Aruba,3763,ABW
355,2021-09-01,Aruba,4703,ABW
356,2021-10-01,Aruba,5260,ABW
357,2021-11-01,Aruba,5176,ABW
358,2021-12-01,Aruba,5522,ABW
359,2022-01-01,Aruba,5767,ABW
360,2022-02-01,Aruba,5613,ABW
361,2022-03-01,Aruba,6569,ABW
362,2022-04-01,Aruba,6419,ABW
363,2022-05-01,Aruba,6591,ABW
364,2022-06-01,Aruba,6540,ABW
365,2022-07-01,Aruba,6927,ABW
366,2022-08-01,Aruba,7019,ABW
367,2022-09-01,Aruba,6840,ABW
368,2022-10-01,Aruba,7168,ABW
369,2022-11-01,Aruba,1863,ABW
370,2020-01-01,Asia,889,OWID_ASI
371,2020-02-01,Asia,46753,OWID_ASI
372,2020-03-01,Asia,140659,OWID_ASI
373,2020-04-01,Asia,386960,OWID_ASI
374,2020-05-01,Asia,761542,OWID_ASI
375,2020-06-01,Asia,1292534,OWID_ASI
376,2020-07-01,Asia,2366640,OWID_ASI
377,2020-08-01,Asia,3728683,OWID_ASI
378,2020-09-01,Asia,5081818,OWID_ASI
379,2020-10-01,Asia,6847767,OWID_ASI
380,2020-11-01,Asia,8040857,OWID_ASI
381,2020-12-01,Asia,9819340,OWID_ASI
382,2021-01-01,Asia,11037509,OWID_ASI
383,2021-02-01,Asia,10828197,OWID_ASI
384,2021-03-01,Asia,12825298,OWID_ASI
385,2021-04-01,Asia,14048293,OWID_ASI
386,2021-05-01,Asia,18938078,OWID_ASI
387,2021-06-01,Asia,22524448,OWID_ASI
388,2021-07-01,Asia,26131918,OWID_ASI
389,2021-08-01,Asia,30152991,OWID_ASI
390,2021-09-01,Asia,32685680,OWID_ASI
391,2021-10-01,Asia,35720056,OWID_ASI
392,2021-11-01,Asia,35945599,OWID_ASI
393,2021-12-01,Asia,38482333,OWID_ASI
394,2022-01-01,Asia,39583357,OWID_ASI
395,2022-02-01,Asia,37161130,OWID_ASI
396,2022-03-01,Asia,42859386,OWID_ASI
397,2022-04-01,Asia,42574564,OWID_ASI
398,2022-05-01,Asia,44418157,OWID_ASI
399,2022-06-01,Asia,43213857,OWID_ASI
400,2022-07-01,Asia,44895748,OWID_ASI
401,2022-08-01,Asia,45331563,OWID_ASI
402,2022-09-01,Asia,44386666,OWID_ASI
403,2022-10-01,Asia,46154546,OWID_ASI
404,2022-11-01,Asia,11960816,OWID_ASI
405,2020-01-01,Australia,0,AUS
406,2020-02-01,Australia,0,AUS
407,2020-03-01,Australia,190,AUS
408,2020-04-01,Australia,1817,AUS
409,2020-05-01,Australia,3071,AUS
410,2020-06-01,Australia,3075,AUS
411,2020-07-01,Australia,3996,AUS
412,2020-08-01,Australia,13006,AUS
413,2020-09-01,Australia,24475,AUS
414,2020-10-01,Australia,27949,AUS
415,2020-11-01,Australia,27212,AUS
416,2020-12-01,Australia,28153,AUS
417,2021-01-01,Australia,28179,AUS
418,2021-02-01,Australia,25452,AUS
419,2021-03-01,Australia,28179,AUS
420,2021-04-01,Australia,27289,AUS
421,2021-05-01,Australia,28210,AUS
422,2021-06-01,Australia,27300,AUS
423,2021-07-01,Australia,28351,AUS
424,2021-08-01,Australia,29910,AUS
425,2021-09-01,Australia,34262,AUS
426,2021-10-01,Australia,47533,AUS
427,2021-11-01,Australia,57020,AUS
428,2021-12-01,Australia,66112,AUS
429,2022-01-01,Australia,87893,AUS
430,2022-02-01,Australia,130439,AUS
431,2022-03-01,Australia,175515,AUS
432,2022-04-01,Australia,203174,AUS
433,2022-05-01,Australia,244864,AUS
434,2022-06-01,Australia,277542,AUS
435,2022-07-01,Australia,334136,AUS
436,2022-08-01,Australia,403669,AUS
437,2022-09-01,Australia,438117,AUS
438,2022-10-01,Australia,479378,AUS
439,2022-11-01,Australia,126022,AUS
440,2020-02-01,Austria,0,AUT
441,2020-03-01,Austria,729,AUT
442,2020-04-01,Austria,12724,AUT
443,2020-05-01,Austria,21752,AUT
444,2020-06-01,Austria,23280,AUT
445,2020-07-01,Austria,25703,AUT
446,2020-08-01,Austria,27297,AUT
447,2020-09-01,Austria,28216,AUT
448,2020-10-01,Austria,35716,AUT
449,2020-11-01,Austria,76757,AUT
450,2020-12-01,Austria,186171,AUT
451,2021-01-01,Austria,264016,AUT
452,2021-02-01,Austria,279422,AUT
453,2021-03-01,Austria,338468,AUT
454,2021-04-01,Austria,358829,AUT
455,2021-05-01,Austria,394598,AUT
456,2021-06-01,Austria,390400,AUT
457,2021-07-01,Austria,406345,AUT
458,2021-08-01,Austria,408503,AUT
459,2021-09-01,Austria,400526,AUT
460,2021-10-01,Austria,424785,AUT
461,2021-11-01,Austria,436962,AUT
462,2021-12-01,Austria,505144,AUT
463,2022-01-01,Austria,527568,AUT
464,2022-02-01,Austria,491015,AUT
465,2022-03-01,Austria,570944,AUT
466,2022-04-01,Austria,582946,AUT
467,2022-05-01,Austria,614806,AUT
468,2022-06-01,Austria,599426,AUT
469,2022-07-01,Austria,625341,AUT
470,2022-08-01,Austria,635728,AUT
471,2022-09-01,Austria,620637,AUT
472,2022-10-01,Austria,647625,AUT
473,2022-11-01,Austria,168183,AUT
474,2020-03-01,Azerbaijan,37,AZE
475,2020-04-01,Azerbaijan,429,AZE
476,2020-05-01,Azerbaijan,1227,AZE
477,2020-06-01,Azerbaijan,3939,AZE
478,2020-07-01,Azerbaijan,10407,AZE
479,2020-08-01,Azerbaijan,15562,AZE
480,2020-09-01,Azerbaijan,16972,AZE
481,2020-10-01,Azerbaijan,19697,AZE
482,2020-11-01,Azerbaijan,30250,AZE
483,2020-12-01,Azerbaijan,63398,AZE
484,2021-01-01,Azerbaijan,91932,AZE
485,2021-02-01,Azerbaijan,89032,AZE
486,2021-03-01,Azerbaijan,103279,AZE
487,2021-04-01,Azerbaijan,121720,AZE
488,2021-05-01,Azerbaijan,147629,AZE
489,2021-06-01,Azerbaijan,148624,AZE
490,2021-07-01,Azerbaijan,154791,AZE
491,2021-08-01,Azerbaijan,162064,AZE
492,2021-09-01,Azerbaijan,184648,AZE
493,2021-10-01,Azerbaijan,209845,AZE
494,2021-11-01,Azerbaijan,224561,AZE
495,2021-12-01,Azerbaijan,252393,AZE
496,2022-01-01,Azerbaijan,264465,AZE
497,2022-02-01,Azerbaijan,254489,AZE
498,2022-03-01,Azerbaijan,297802,AZE
499,2022-04-01,Azerbaijan,291122,AZE
500,2022-05-01,Azerbaijan,301005,AZE
501,2022-06-01,Azerbaijan,291438,AZE
502,2022-07-01,Azerbaijan,301498,AZE
503,2022-08-01,Azerbaijan,303119,AZE
504,2022-09-01,Azerbaijan,296112,AZE
505,2022-10-01,Azerbaijan,307907,AZE
506,2022-11-01,Azerbaijan,79629,AZE
507,2020-03-01,Bahamas,0,BHS
508,2020-04-01,Bahamas,235,BHS
509,2020-05-01,Bahamas,341,BHS
510,2020-06-01,Bahamas,330,BHS
511,2020-07-01,Bahamas,347,BHS
512,2020-08-01,Bahamas,792,BHS
513,2020-09-01,Bahamas,2105,BHS
514,2020-10-01,Bahamas,3612,BHS
515,2020-11-01,Bahamas,4721,BHS
516,2020-12-01,Bahamas,5125,BHS
517,2021-01-01,Bahamas,5419,BHS
518,2021-02-01,Bahamas,4977,BHS
519,2021-03-01,Bahamas,5736,BHS
520,2021-04-01,Bahamas,5771,BHS
521,2021-05-01,Bahamas,6761,BHS
522,2021-06-01,Bahamas,7151,BHS
523,2021-07-01,Bahamas,8208,BHS
524,2021-08-01,Bahamas,9890,BHS
525,2021-09-01,Bahamas,14282,BHS
526,2021-10-01,Bahamas,18713,BHS
527,2021-11-01,Bahamas,19926,BHS
528,2021-12-01,Bahamas,21930,BHS
529,2022-01-01,Bahamas,22449,BHS
530,2022-02-01,Bahamas,21326,BHS
531,2022-03-01,Bahamas,24120,BHS
532,2022-04-01,Bahamas,23672,BHS
533,2022-05-01,Bahamas,24913,BHS
534,2022-06-01,Bahamas,24407,BHS
535,2022-07-01,Bahamas,25463,BHS
536,2022-08-01,Bahamas,25501,BHS
537,2022-09-01,Bahamas,24850,BHS
538,2022-10-01,Bahamas,25823,BHS
539,2022-11-01,Bahamas,6664,BHS
540,2020-02-01,Bahrain,0,BHR
541,2020-03-01,Bahrain,41,BHR
542,2020-04-01,Bahrain,190,BHR
543,2020-05-01,Bahrain,349,BHR
544,2020-06-01,Bahrain,1441,BHR
545,2020-07-01,Bahrain,3672,BHR
546,2020-08-01,Bahrain,5311,BHR
547,2020-09-01,Bahrain,6496,BHR
548,2020-10-01,Bahrain,8985,BHR
549,2020-11-01,Bahrain,10017,BHR
550,2020-12-01,Bahrain,10767,BHR
551,2021-01-01,Bahrain,11185,BHR
552,2021-02-01,Bahrain,11365,BHR
553,2021-03-01,Bahrain,15134,BHR
554,2021-04-01,Bahrain,17448,BHR
555,2021-05-01,Bahrain,23798,BHR
556,2021-06-01,Bahrain,36929,BHR
557,2021-07-01,Bahrain,42642,BHR
558,2021-08-01,Bahrain,42945,BHR
559,2021-09-01,Bahrain,41648,BHR
560,2021-10-01,Bahrain,43127,BHR
561,2021-11-01,Bahrain,41801,BHR
562,2021-12-01,Bahrain,43214,BHR
563,2022-01-01,Bahrain,43351,BHR
564,2022-02-01,Bahrain,40005,BHR
565,2022-03-01,Bahrain,45368,BHR
566,2022-04-01,Bahrain,44201,BHR
567,2022-05-01,Bahrain,45894,BHR
568,2022-06-01,Bahrain,44705,BHR
569,2022-07-01,Bahrain,46589,BHR
570,2022-08-01,Bahrain,46886,BHR
571,2022-09-01,Bahrain,45549,BHR
572,2022-10-01,Bahrain,47200,BHR
573,2022-11-01,Bahrain,12232,BHR
574,2020-03-01,Bangladesh,49,BGD
575,2020-04-01,Bangladesh,2153,BGD
576,2020-05-01,Bangladesh,10746,BGD
577,2020-06-01,Bangladesh,37194,BGD
578,2020-07-01,Bangladesh,77720,BGD
579,2020-08-01,Bangladesh,114101,BGD
580,2020-09-01,Bangladesh,143910,BGD
581,2020-10-01,Bangladesh,174118,BGD
582,2020-11-01,Bangladesh,187421,BGD
583,2020-12-01,Bangladesh,221327,BGD
584,2021-01-01,Bangladesh,244126,BGD
585,2021-02-01,Bangladesh,231880,BGD
586,2021-03-01,Bangladesh,267616,BGD
587,2021-04-01,Bangladesh,305973,BGD
588,2021-05-01,Bangladesh,376107,BGD
589,2021-06-01,Bangladesh,401202,BGD
590,2021-07-01,Bangladesh,542385,BGD
591,2021-08-01,Bangladesh,745570,BGD
592,2021-09-01,Bangladesh,810568,BGD
593,2021-10-01,Bangladesh,859838,BGD
594,2021-11-01,Bangladesh,837856,BGD
595,2021-12-01,Bangladesh,869050,BGD
596,2022-01-01,Bangladesh,873409,BGD
597,2022-02-01,Bangladesh,806596,BGD
598,2022-03-01,Bangladesh,902188,BGD
599,2022-04-01,Bangladesh,873744,BGD
600,2022-05-01,Bangladesh,902968,BGD
601,2022-06-01,Bangladesh,874016,BGD
602,2022-07-01,Bangladesh,906097,BGD
603,2022-08-01,Bangladesh,908675,BGD
604,2022-09-01,Bangladesh,880209,BGD
605,2022-10-01,Bangladesh,911320,BGD
606,2022-11-01,Bangladesh,235401,BGD
607,2020-03-01,Barbados,0,BRB
608,2020-04-01,Barbados,122,BRB
609,2020-05-01,Barbados,217,BRB
610,2020-06-01,Barbados,210,BRB
611,2020-07-01,Barbados,217,BRB
612,2020-08-01,Barbados,217,BRB
613,2020-09-01,Barbados,210,BRB
614,2020-10-01,Barbados,217,BRB
615,2020-11-01,Barbados,210,BRB
616,2020-12-01,Barbados,217,BRB
617,2021-01-01,Barbados,258,BRB
618,2021-02-01,Barbados,678,BRB
619,2021-03-01,Barbados,1196,BRB
620,2021-04-01,Barbados,1311,BRB
621,2021-05-01,Barbados,1426,BRB
622,2021-06-01,Barbados,1410,BRB
623,2021-07-01,Barbados,1480,BRB
624,2021-08-01,Barbados,1492,BRB
625,2021-09-01,Barbados,1715,BRB
626,2021-10-01,Barbados,3504,BRB
627,2021-11-01,Barbados,5889,BRB
628,2021-12-01,Barbados,7781,BRB
629,2022-01-01,Barbados,8376,BRB
630,2022-02-01,Barbados,8382,BRB
631,2022-03-01,Barbados,10124,BRB
632,2022-04-01,Barbados,11484,BRB
633,2022-05-01,Barbados,13278,BRB
634,2022-06-01,Barbados,14067,BRB
635,2022-07-01,Barbados,14918,BRB
636,2022-08-01,Barbados,16122,BRB
637,2022-09-01,Barbados,16661,BRB
638,2022-10-01,Barbados,17360,BRB
639,2022-11-01,Barbados,4480,BRB
