,Month-Year,location,Death,iso_code
1339,2020-03-01,Central African Republic,0,CAF
1340,2020-04-01,Central African Republic,0,CAF
1341,2020-05-01,Central African Republic,10,CAF
1342,2020-06-01,Central African Republic,559,CAF
1343,2020-07-01,Central African Republic,1677,CAF
1344,2020-08-01,Central African Republic,1874,CAF
1345,2020-09-01,Central African Republic,1860,CAF
1346,2020-10-01,Central African Republic,1922,CAF
1347,2020-11-01,Central African Republic,1877,CAF
1348,2020-12-01,Central African Republic,1953,CAF
1349,2021-01-01,Central African Republic,1953,CAF
1350,2021-02-01,Central African Republic,1764,CAF
1351,2021-03-01,Central African Republic,1973,CAF
1352,2021-04-01,Central African Republic,2341,CAF
1353,2021-05-01,Central African Republic,2931,CAF
1354,2021-06-01,Central African Republic,2940,CAF
1355,2021-07-01,Central African Republic,3038,CAF
1356,2021-08-01,Central African Republic,3057,CAF
1357,2021-09-01,Central African Republic,3000,CAF
1358,2021-10-01,Central African Republic,3100,CAF
1359,2021-11-01,Central African Republic,3019,CAF
1360,2021-12-01,Central African Republic,3131,CAF
1361,2022-01-01,Central African Republic,3289,CAF
1362,2022-02-01,Central African Republic,3128,CAF
1363,2022-03-01,Central African Republic,3503,CAF
1364,2022-04-01,Central African Republic,3390,CAF
1365,2022-05-01,Central African Republic,3503,CAF
1366,2022-06-01,Central African Republic,3390,CAF
1367,2022-07-01,Central African Republic,3503,CAF
1368,2022-08-01,Central African Republic,3503,CAF
1369,2022-09-01,Central African Republic,3390,CAF
1370,2022-10-01,Central African Republic,3503,CAF
1371,2022-11-01,Central African Republic,904,CAF
1372,2020-03-01,Chad,0,TCD
1373,2020-04-01,Chad,9,TCD
1374,2020-05-01,Chad,1345,TCD
1375,2020-06-01,Chad,2155,TCD
1376,2020-07-01,Chad,2314,TCD
1377,2020-08-01,Chad,2358,TCD
1378,2020-09-01,Chad,2417,TCD
1379,2020-10-01,Chad,2862,TCD
1380,2020-11-01,Chad,3002,TCD
1381,2020-12-01,Chad,3173,TCD
1382,2021-01-01,Chad,3440,TCD
1383,2021-02-01,Chad,3632,TCD
1384,2021-03-01,Chad,4730,TCD
1385,2021-04-01,Chad,5029,TCD
1386,2021-05-01,Chad,5333,TCD
1387,2021-06-01,Chad,5217,TCD
1388,2021-07-01,Chad,5394,TCD
1389,2021-08-01,Chad,5394,TCD
1390,2021-09-01,Chad,5220,TCD
1391,2021-10-01,Chad,5394,TCD
1392,2021-11-01,Chad,5250,TCD
1393,2021-12-01,Chad,5599,TCD
1394,2022-01-01,Chad,5766,TCD
1395,2022-02-01,Chad,5320,TCD
1396,2022-03-01,Chad,5894,TCD
1397,2022-04-01,Chad,5770,TCD
1398,2022-05-01,Chad,5983,TCD
1399,2022-06-01,Chad,5790,TCD
1400,2022-07-01,Chad,5983,TCD
1401,2022-08-01,Chad,5983,TCD
1402,2022-09-01,Chad,5790,TCD
1403,2022-10-01,Chad,5991,TCD
1404,2022-11-01,Chad,1552,TCD
1405,2020-02-01,Chile,0,CHL
1406,2020-03-01,Chile,50,CHL
1407,2020-04-01,Chile,3274,CHL
1408,2020-05-01,Chile,15833,CHL
1409,2020-06-01,Chile,101418,CHL
1410,2020-07-01,Chile,239257,CHL
1411,2020-08-01,Chile,323785,CHL
1412,2020-09-01,Chile,361583,CHL
1413,2020-10-01,Chile,419247,CHL
1414,2020-11-01,Chile,444645,CHL
1415,2020-12-01,Chile,495826,CHL
1416,2021-01-01,Chile,540938,CHL
1417,2021-02-01,Chile,546762,CHL
1418,2021-03-01,Chile,676397,CHL
1419,2021-04-01,Chile,744626,CHL
1420,2021-05-01,Chile,862376,CHL
1421,2021-06-01,Chile,928910,CHL
1422,2021-07-01,Chile,1060535,CHL
1423,2021-08-01,Chile,1126688,CHL
1424,2021-09-01,Chile,1117971,CHL
1425,2021-10-01,Chile,1166007,CHL
1426,2021-11-01,Chile,1140689,CHL
1427,2021-12-01,Chile,1201811,CHL
1428,2022-01-01,Chile,1221228,CHL
1429,2022-02-01,Chile,1142576,CHL
1430,2022-03-01,Chile,1489494,CHL
1431,2022-04-01,Chile,1714565,CHL
1432,2022-05-01,Chile,1789500,CHL
1433,2022-06-01,Chile,1745327,CHL
1434,2022-07-01,Chile,1830179,CHL
1435,2022-08-01,Chile,1861370,CHL
1436,2022-09-01,Chile,1825189,CHL
1437,2022-10-01,Chile,1904286,CHL
1438,2022-11-01,Chile,494139,CHL
1439,2020-01-01,China,889,CHN
1440,2020-02-01,China,46380,CHN
1441,2020-03-01,China,98383,CHN
1442,2020-04-01,China,118170,CHN
1443,2020-05-01,China,143639,CHN
1444,2020-06-01,China,139020,CHN
1445,2020-07-01,China,143654,CHN
1446,2020-08-01,China,143654,CHN
1447,2020-09-01,China,139020,CHN
1448,2020-10-01,China,143654,CHN
1449,2020-11-01,China,139020,CHN
1450,2020-12-01,China,143654,CHN
1451,2021-01-01,China,143680,CHN
1452,2021-02-01,China,129808,CHN
1453,2021-03-01,China,143716,CHN
1454,2021-04-01,China,139080,CHN
1455,2021-05-01,China,143716,CHN
1456,2021-06-01,China,139080,CHN
1457,2021-07-01,China,143719,CHN
1458,2021-08-01,China,143716,CHN
1459,2021-09-01,China,139080,CHN
1460,2021-10-01,China,143716,CHN
1461,2021-11-01,China,139080,CHN
1462,2021-12-01,China,143716,CHN
1463,2022-01-01,China,143716,CHN
1464,2022-02-01,China,129808,CHN
1465,2022-03-01,China,143742,CHN
1466,2022-04-01,China,140992,CHN
1467,2022-05-01,China,161136,CHN
1468,2022-06-01,China,156780,CHN
1469,2022-07-01,China,162006,CHN
1470,2022-08-01,China,162006,CHN
1471,2022-09-01,China,156780,CHN
1472,2022-10-01,China,162006,CHN
1473,2022-11-01,China,41808,CHN
1474,2020-03-01,Colombia,68,COL
1475,2020-04-01,Colombia,4249,COL
1476,2020-05-01,Colombia,17976,COL
1477,2020-06-01,Colombia,57268,COL
1478,2020-07-01,Colombia,195663,COL
1479,2020-08-01,Colombia,466528,COL
1480,2020-09-01,Colombia,697511,COL
1481,2020-10-01,Colombia,888821,COL
1482,2020-11-01,Colombia,1023710,COL
1483,2020-12-01,Colombia,1233616,COL
1484,2021-01-01,Colombia,1501117,COL
1485,2021-02-01,Colombia,1608609,COL
1486,2021-03-01,Colombia,1906300,COL
1487,2021-04-01,Colombia,2035213,COL
1488,2021-05-01,Colombia,2520736,COL
1489,2021-06-01,Colombia,2925521,COL
1490,2021-07-01,Colombia,3558500,COL
1491,2021-08-01,Colombia,3824385,COL
1492,2021-09-01,Colombia,3771875,COL
1493,2021-10-01,Colombia,3931205,COL
1494,2021-11-01,Colombia,3836490,COL
1495,2021-12-01,Colombia,4008023,COL
1496,2022-01-01,Colombia,4074821,COL
1497,2022-02-01,Colombia,3838804,COL
1498,2022-03-01,Colombia,4319090,COL
1499,2022-04-01,Colombia,4192030,COL
1500,2022-05-01,Colombia,4334553,COL
1501,2022-06-01,Colombia,4197467,COL
1502,2022-07-01,Colombia,4351990,COL
1503,2022-08-01,Colombia,4379544,COL
1504,2022-09-01,Colombia,4251671,COL
1505,2022-10-01,Colombia,4396333,COL
1506,2022-11-01,Colombia,1134774,COL
1507,2020-04-01,Comoros,0,COM
1508,2020-05-01,Comoros,31,COM
1509,2020-06-01,Comoros,117,COM
1510,2020-07-01,Comoros,217,COM
1511,2020-08-01,Comoros,217,COM
1512,2020-09-01,Comoros,210,COM
1513,2020-10-01,Comoros,217,COM
1514,2020-11-01,Comoros,210,COM
1515,2020-12-01,Comoros,224,COM
1516,2021-01-01,Comoros,1390,COM
1517,2021-02-01,Comoros,3556,COM
1518,2021-03-01,Comoros,4517,COM
1519,2021-04-01,Comoros,4380,COM
1520,2021-05-01,Comoros,4526,COM
1521,2021-06-01,Comoros,4380,COM
1522,2021-07-01,Comoros,4542,COM
1523,2021-08-01,Comoros,4557,COM
1524,2021-09-01,Comoros,4410,COM
1525,2021-10-01,Comoros,4557,COM
1526,2021-11-01,Comoros,4460,COM
1527,2021-12-01,Comoros,4705,COM
1528,2022-01-01,Comoros,4926,COM
1529,2022-02-01,Comoros,4480,COM
1530,2022-03-01,Comoros,4960,COM
1531,2022-04-01,Comoros,4800,COM
1532,2022-05-01,Comoros,4962,COM
1533,2022-06-01,Comoros,4800,COM
1534,2022-07-01,Comoros,4960,COM
1535,2022-08-01,Comoros,4980,COM
1536,2022-09-01,Comoros,4830,COM
1537,2022-10-01,Comoros,4991,COM
1538,2022-11-01,Comoros,1288,COM
1539,2020-03-01,Congo,0,COG
1540,2020-04-01,Congo,157,COG
1541,2020-05-01,Congo,427,COG
1542,2020-06-01,Congo,832,COG
1543,2020-07-01,Congo,1496,COG
1544,2020-08-01,Congo,2109,COG
1545,2020-09-01,Congo,2774,COG
1546,2020-10-01,Congo,2818,COG
1547,2020-11-01,Congo,2776,COG
1548,2020-12-01,Congo,3090,COG
1549,2021-01-01,Congo,3495,COG
1550,2021-02-01,Congo,3455,COG
1551,2021-03-01,Congo,4102,COG
1552,2021-04-01,Congo,4164,COG
1553,2021-05-01,Congo,4623,COG
1554,2021-06-01,Congo,4798,COG
1555,2021-07-01,Congo,5316,COG
1556,2021-08-01,Congo,5565,COG
1557,2021-09-01,Congo,5578,COG
1558,2021-10-01,Congo,6969,COG
1559,2021-11-01,Congo,9655,COG
1560,2021-12-01,Congo,11217,COG
1561,2022-01-01,Congo,11478,COG
1562,2022-02-01,Congo,10497,COG
1563,2022-03-01,Congo,11800,COG
1564,2022-04-01,Congo,11550,COG
1565,2022-05-01,Congo,11935,COG
1566,2022-06-01,Congo,11550,COG
1567,2022-07-01,Congo,11960,COG
1568,2022-08-01,Congo,11966,COG
1569,2022-09-01,Congo,11580,COG
1570,2022-10-01,Congo,11966,COG
1571,2022-11-01,Congo,3088,COG
1572,2021-05-01,Cook Islands,0,COK
1573,2021-06-01,Cook Islands,0,COK
1574,2021-07-01,Cook Islands,0,COK
1575,2021-08-01,Cook Islands,0,COK
1576,2021-09-01,Cook Islands,0,COK
1577,2021-10-01,Cook Islands,0,COK
1578,2021-11-01,Cook Islands,0,COK
1579,2021-12-01,Cook Islands,0,COK
1580,2022-01-01,Cook Islands,0,COK
1581,2022-02-01,Cook Islands,0,COK
1582,2022-03-01,Cook Islands,0,COK
1583,2022-04-01,Cook Islands,6,COK
1584,2022-05-01,Cook Islands,31,COK
1585,2022-06-01,Cook Islands,30,COK
1586,2022-07-01,Cook Islands,31,COK
1587,2022-08-01,Cook Islands,31,COK
1588,2022-09-01,Cook Islands,30,COK
1589,2022-10-01,Cook Islands,31,COK
1590,2022-11-01,Cook Islands,8,COK
1591,2020-03-01,Costa Rica,24,CRI
1592,2020-04-01,Costa Rica,122,CRI
1593,2020-05-01,Costa Rica,260,CRI
1594,2020-06-01,Costa Rica,356,CRI
1595,2020-07-01,Costa Rica,1823,CRI
1596,2020-08-01,Costa Rica,9155,CRI
1597,2020-09-01,Costa Rica,19556,CRI
1598,2020-10-01,Costa Rica,35904,CRI
1599,2020-11-01,Costa Rica,46733,CRI
1600,2020-12-01,Costa Rica,60628,CRI
1601,2021-01-01,Costa Rica,74860,CRI
1602,2021-02-01,Costa Rica,76359,CRI
1603,2021-03-01,Costa Rica,89213,CRI
1604,2021-04-01,Costa Rica,92092,CRI
1605,2021-05-01,Costa Rica,111862,CRI
1606,2021-06-01,Costa Rica,131892,CRI
1607,2021-07-01,Costa Rica,150453,CRI
1608,2021-08-01,Costa Rica,162926,CRI
1609,2021-09-01,Costa Rica,177372,CRI
1610,2021-10-01,Costa Rica,210011,CRI
1611,2021-11-01,Costa Rica,216347,CRI
1612,2021-12-01,Costa Rica,227350,CRI
1613,2022-01-01,Costa Rica,230278,CRI
1614,2022-02-01,Costa Rica,218861,CRI
1615,2022-03-01,Costa Rica,253876,CRI
1616,2022-04-01,Costa Rica,250678,CRI
1617,2022-05-01,Costa Rica,262085,CRI
1618,2022-06-01,Costa Rica,255750,CRI
1619,2022-07-01,Costa Rica,265760,CRI
1620,2022-08-01,Costa Rica,272578,CRI
1621,2022-09-01,Costa Rica,267353,CRI
1622,2022-10-01,Costa Rica,278298,CRI
1623,2022-11-01,Costa Rica,72042,CRI
1624,2020-03-01,Cote d'Ivoire,3,CIV
1625,2020-04-01,Cote d'Ivoire,226,CIV
1626,2020-05-01,Cote d'Ivoire,772,CIV
1627,2020-06-01,Cote d'Ivoire,1443,CIV
1628,2020-07-01,Cote d'Ivoire,2672,CIV
1629,2020-08-01,Cote d'Ivoire,3376,CIV
1630,2020-09-01,Cote d'Ivoire,3584,CIV
1631,2020-10-01,Cote d'Ivoire,3753,CIV
1632,2020-11-01,Cote d'Ivoire,3849,CIV
1633,2020-12-01,Cote d'Ivoire,4133,CIV
1634,2021-01-01,Cote d'Ivoire,4420,CIV
1635,2021-02-01,Cote d'Ivoire,4903,CIV
1636,2021-03-01,Cote d'Ivoire,6664,CIV
1637,2021-04-01,Cote d'Ivoire,8085,CIV
1638,2021-05-01,Cote d'Ivoire,9158,CIV
1639,2021-06-01,Cote d'Ivoire,9229,CIV
1640,2021-07-01,Cote d'Ivoire,9934,CIV
1641,2021-08-01,Cote d'Ivoire,11559,CIV
1642,2021-09-01,Cote d'Ivoire,16115,CIV
1643,2021-10-01,Cote d'Ivoire,20866,CIV
1644,2021-11-01,Cote d'Ivoire,21030,CIV
1645,2021-12-01,Cote d'Ivoire,21903,CIV
1646,2022-01-01,Cote d'Ivoire,23405,CIV
1647,2022-02-01,Cote d'Ivoire,22100,CIV
1648,2022-03-01,Cote d'Ivoire,24661,CIV
1649,2022-04-01,Cote d'Ivoire,23922,CIV
1650,2022-05-01,Cote d'Ivoire,24769,CIV
1651,2022-06-01,Cote d'Ivoire,24036,CIV
1652,2022-07-01,Cote d'Ivoire,25024,CIV
1653,2022-08-01,Cote d'Ivoire,25265,CIV
1654,2022-09-01,Cote d'Ivoire,24658,CIV
1655,2022-10-01,Cote d'Ivoire,25623,CIV
1656,2022-11-01,Cote d'Ivoire,6627,CIV
1657,2020-02-01,Croatia,0,HRV
1658,2020-03-01,Croatia,36,HRV
1659,2020-04-01,Croatia,1043,HRV
1660,2020-05-01,Croatia,2877,HRV
1661,2020-06-01,Croatia,3178,HRV
1662,2020-07-01,Croatia,3808,HRV
1663,2020-08-01,Croatia,5123,HRV
1664,2020-09-01,Croatia,6960,HRV
1665,2020-10-01,Croatia,11578,HRV
1666,2020-11-01,Croatia,33031,HRV
1667,2020-12-01,Croatia,89251,HRV
1668,2021-01-01,Croatia,141227,HRV
1669,2021-02-01,Croatia,148719,HRV
1670,2021-03-01,Croatia,177184,HRV
1671,2021-04-01,Croatia,194602,HRV
1672,2021-05-01,Croatia,237698,HRV
1673,2021-06-01,Croatia,244260,HRV
1674,2021-07-01,Croatia,255271,HRV
1675,2021-08-01,Croatia,257011,HRV
1676,2021-09-01,Croatia,254288,HRV
1677,2021-10-01,Croatia,275792,HRV
1678,2021-11-01,Croatia,300130,HRV
1679,2021-12-01,Croatia,365962,HRV
1680,2022-01-01,Croatia,407851,HRV
1681,2022-02-01,Croatia,406927,HRV
1682,2022-03-01,Croatia,476346,HRV
1683,2022-04-01,Croatia,471560,HRV
1684,2022-05-01,Croatia,493739,HRV
1685,2022-06-01,Croatia,480748,HRV
1686,2022-07-01,Croatia,501090,HRV
1687,2022-08-01,Croatia,511958,HRV
1688,2022-09-01,Croatia,504587,HRV
1689,2022-10-01,Croatia,527744,HRV
1690,2022-11-01,Croatia,137414,HRV
1691,2020-03-01,Cuba,28,CUB
1692,2020-04-01,Cuba,862,CUB
1693,2020-05-01,Cuba,2389,CUB
1694,2020-06-01,Cuba,2527,CUB
1695,2020-07-01,Cuba,2687,CUB
1696,2020-08-01,Cuba,2767,CUB
1697,2020-09-01,Cuba,3300,CUB
1698,2020-10-01,Cuba,3876,CUB
1699,2020-11-01,Cuba,3933,CUB
1700,2020-12-01,Cuba,4283,CUB
1701,2021-01-01,Cuba,5331,CUB
1702,2021-02-01,Cuba,7503,CUB
1703,2021-03-01,Cuba,11676,CUB
1704,2021-04-01,Cuba,15307,CUB
1705,2021-05-01,Cuba,24979,CUB
1706,2021-06-01,Cuba,33455,CUB
1707,2021-07-01,Cuba,58063,CUB
1708,2021-08-01,Cuba,126410,CUB
1709,2021-09-01,Cuba,194918,CUB
1710,2021-10-01,Cuba,247072,CUB
1711,2021-11-01,Cuba,248409,CUB
1712,2021-12-01,Cuba,257734,CUB
1713,2022-01-01,Cuba,258783,CUB
1714,2022-02-01,Cuba,237046,CUB
1715,2022-03-01,Cuba,263626,CUB
1716,2022-04-01,Cuba,255598,CUB
1717,2022-05-01,Cuba,264380,CUB
1718,2022-06-01,Cuba,255870,CUB
1719,2022-07-01,Cuba,264399,CUB
1720,2022-08-01,Cuba,264410,CUB
1721,2022-09-01,Cuba,255900,CUB
1722,2022-10-01,Cuba,264430,CUB
1723,2022-11-01,Cuba,68240,CUB
1724,2020-03-01,Curacao,13,CUW
1725,2020-04-01,Curacao,30,CUW
1726,2020-05-01,Curacao,31,CUW
1727,2020-06-01,Curacao,30,CUW
1728,2020-07-01,Curacao,31,CUW
1729,2020-08-01,Curacao,31,CUW
1730,2020-09-01,Curacao,30,CUW
1731,2020-10-01,Curacao,31,CUW
1732,2020-11-01,Curacao,72,CUW
1733,2020-12-01,Curacao,325,CUW
1734,2021-01-01,Curacao,585,CUW
1735,2021-02-01,Curacao,608,CUW
1736,2021-03-01,Curacao,758,CUW
1737,2021-04-01,Curacao,2368,CUW
1738,2021-05-01,Curacao,3661,CUW
1739,2021-06-01,Curacao,3719,CUW
1740,2021-07-01,Curacao,3906,CUW
1741,2021-08-01,Curacao,4188,CUW
1742,2021-09-01,Curacao,4648,CUW
1743,2021-10-01,Curacao,5268,CUW
1744,2021-11-01,Curacao,5277,CUW
1745,2021-12-01,Curacao,5678,CUW
1746,2022-01-01,Curacao,6381,CUW
1747,2022-02-01,Curacao,7110,CUW
1748,2022-03-01,Curacao,8211,CUW
1749,2022-04-01,Curacao,8115,CUW
1750,2022-05-01,Curacao,8540,CUW
1751,2022-06-01,Curacao,8326,CUW
1752,2022-07-01,Curacao,8686,CUW
1753,2022-08-01,Curacao,8803,CUW
1754,2022-09-01,Curacao,8610,CUW
1755,2022-10-01,Curacao,8943,CUW
1756,2022-11-01,Curacao,2341,CUW
1757,2020-03-01,Cyprus,32,CYP
1758,2020-04-01,Cyprus,344,CYP
1759,2020-05-01,Cyprus,504,CYP
1760,2020-06-01,Cyprus,546,CYP
1761,2020-07-01,Cyprus,589,CYP
1762,2020-08-01,Cyprus,621,CYP
1763,2020-09-01,Cyprus,646,CYP
1764,2020-10-01,Cyprus,753,CYP
1765,2020-11-01,Cyprus,1096,CYP
1766,2020-12-01,Cyprus,2595,CYP
1767,2021-01-01,Cyprus,5081,CYP
1768,2021-02-01,Cyprus,6171,CYP
1769,2021-03-01,Cyprus,7475,CYP
1770,2021-04-01,Cyprus,8462,CYP
1771,2021-05-01,Cyprus,10630,CYP
1772,2021-06-01,Cyprus,11131,CYP
1773,2021-07-01,Cyprus,12079,CYP
1774,2021-08-01,Cyprus,14448,CYP
1775,2021-09-01,Cyprus,16156,CYP
1776,2021-10-01,Cyprus,17458,CYP
1777,2021-11-01,Cyprus,17552,CYP
1778,2021-12-01,Cyprus,19094,CYP
1779,2022-01-01,Cyprus,21195,CYP
1780,2022-02-01,Cyprus,22157,CYP
1781,2022-03-01,Cyprus,28040,CYP
1782,2022-04-01,Cyprus,29604,CYP
1783,2022-05-01,Cyprus,32370,CYP
1784,2022-06-01,Cyprus,32057,CYP
1785,2022-07-01,Cyprus,33718,CYP
1786,2022-08-01,Cyprus,35548,CYP
1787,2022-09-01,Cyprus,35270,CYP
1788,2022-10-01,Cyprus,36837,CYP
1789,2022-11-01,Cyprus,9582,CYP
1790,2020-03-01,Czechia,110,CZE
1791,2020-04-01,Czechia,4582,CZE
1792,2020-05-01,Czechia,9018,CZE
1793,2020-06-01,Czechia,10017,CZE
1794,2020-07-01,Czechia,11146,CZE
1795,2020-08-01,Czechia,12429,CZE
1796,2020-09-01,Czechia,14972,CZE
1797,2020-10-01,Czechia,47264,CZE
1798,2020-11-01,Czechia,183953,CZE
1799,2020-12-01,Czechia,307408,CZE
1800,2021-01-01,Czechia,436680,CZE
1801,2021-02-01,Czechia,512288,CZE
1802,2021-03-01,Czechia,731177,CZE
1803,2021-04-01,Czechia,843904,CZE
1804,2021-05-01,Czechia,924449,CZE
1805,2021-06-01,Czechia,907007,CZE
1806,2021-07-01,Czechia,940442,CZE
1807,2021-08-01,Czechia,941777,CZE
1808,2021-09-01,Czechia,912799,CZE
1809,2021-10-01,Czechia,947459,CZE
1810,2021-11-01,Czechia,951756,CZE
1811,2021-12-01,Czechia,1078261,CZE
1812,2022-01-01,Czechia,1140587,CZE
1813,2022-02-01,Czechia,1061831,CZE
1814,2022-03-01,Czechia,1216143,CZE
1815,2022-04-01,Czechia,1198798,CZE
1816,2022-05-01,Czechia,1247583,CZE
1817,2022-06-01,Czechia,1209119,CZE
1818,2022-07-01,Czechia,1251391,CZE
1819,2022-08-01,Czechia,1260791,CZE
1820,2022-09-01,Czechia,1228476,CZE
1821,2022-10-01,Czechia,1282702,CZE
1822,2022-11-01,Czechia,333110,CZE
1823,2020-03-01,Democratic Republic of Congo,41,COD
1824,2020-04-01,Democratic Republic of Congo,659,COD
1825,2020-05-01,Democratic Republic of Congo,1628,COD
1826,2020-06-01,Democratic Republic of Congo,3414,COD
1827,2020-07-01,Democratic Republic of Congo,5994,COD
1828,2020-08-01,Democratic Republic of Congo,7344,COD
1829,2020-09-01,Democratic Republic of Congo,7969,COD
1830,2020-10-01,Democratic Republic of Congo,9000,COD
1831,2020-11-01,Democratic Republic of Congo,9653,COD
1832,2020-12-01,Democratic Republic of Congo,12964,COD
1833,2021-01-01,Democratic Republic of Congo,19582,COD
1834,2021-02-01,Democratic Republic of Congo,19347,COD
1835,2021-03-01,Democratic Republic of Congo,22362,COD
1836,2021-04-01,Democratic Republic of Congo,22475,COD
1837,2021-05-01,Democratic Republic of Congo,24046,COD
1838,2021-06-01,Democratic Republic of Congo,25599,COD
1839,2021-07-01,Democratic Republic of Congo,30804,COD
1840,2021-08-01,Democratic Republic of Congo,32567,COD
1841,2021-09-01,Democratic Republic of Congo,32089,COD
1842,2021-10-01,Democratic Republic of Congo,33748,COD
1843,2021-11-01,Democratic Republic of Congo,33029,COD
1844,2021-12-01,Democratic Republic of Congo,35108,COD
1845,2022-01-01,Democratic Republic of Congo,38710,COD
1846,2022-02-01,Democratic Republic of Congo,36772,COD
1847,2022-03-01,Democratic Republic of Congo,41391,COD
1848,2022-04-01,Democratic Republic of Congo,40110,COD
1849,2022-05-01,Democratic Republic of Congo,41463,COD
1850,2022-06-01,Democratic Republic of Congo,40519,COD
1851,2022-07-01,Democratic Republic of Congo,42828,COD
1852,2022-08-01,Democratic Republic of Congo,43200,COD
1853,2022-09-01,Democratic Republic of Congo,42764,COD
1854,2022-10-01,Democratic Republic of Congo,44763,COD
1855,2022-11-01,Democratic Republic of Congo,11560,COD
1856,2020-02-01,Denmark,0,DNK
1857,2020-03-01,Denmark,542,DNK
1858,2020-04-01,Denmark,9093,DNK
1859,2020-05-01,Denmark,16639,DNK
1860,2020-06-01,Denmark,17867,DNK
1861,2020-07-01,Denmark,18918,DNK
1862,2020-08-01,Denmark,19230,DNK
1863,2020-09-01,Denmark,19065,DNK
1864,2020-10-01,Denmark,21144,DNK
1865,2020-11-01,Denmark,23058,DNK
1866,2020-12-01,Denmark,31323,DNK
1867,2021-01-01,Denmark,53990,DNK
1868,2021-02-01,Denmark,63827,DNK
1869,2021-03-01,Denmark,74189,DNK
1870,2021-04-01,Denmark,73575,DNK
1871,2021-05-01,Denmark,77569,DNK
1872,2021-06-01,Denmark,75772,DNK
1873,2021-07-01,Denmark,78769,DNK
1874,2021-08-01,Denmark,79414,DNK
1875,2021-09-01,Denmark,78558,DNK
1876,2021-10-01,Denmark,83207,DNK
1877,2021-11-01,Denmark,83539,DNK
1878,2021-12-01,Denmark,95202,DNK
1879,2022-01-01,Denmark,108426,DNK
1880,2022-02-01,Denmark,116103,DNK
1881,2022-03-01,Denmark,162022,DNK
1882,2022-04-01,Denmark,178921,DNK
1883,2022-05-01,Denmark,194779,DNK
1884,2022-06-01,Denmark,192444,DNK
1885,2022-07-01,Denmark,203145,DNK
1886,2022-08-01,Denmark,211073,DNK
1887,2022-09-01,Denmark,209811,DNK
1888,2022-10-01,Denmark,223141,DNK
1889,2022-11-01,Denmark,59086,DNK
1890,2020-03-01,Djibouti,0,DJI
1891,2020-04-01,Djibouti,41,DJI
1892,2020-05-01,Djibouti,244,DJI
1893,2020-06-01,Djibouti,1210,DJI
1894,2020-07-01,Djibouti,1748,DJI
1895,2020-08-01,Djibouti,1839,DJI
1896,2020-09-01,Djibouti,1825,DJI
1897,2020-10-01,Djibouti,1891,DJI
1898,2020-11-01,Djibouti,1830,DJI
1899,2020-12-01,Djibouti,1891,DJI
1900,2021-01-01,Djibouti,1898,DJI
1901,2021-02-01,Djibouti,1764,DJI
1902,2021-03-01,Djibouti,1986,DJI
1903,2021-04-01,Djibouti,3281,DJI
1904,2021-05-01,Djibouti,4669,DJI
1905,2021-06-01,Djibouti,4632,DJI
1906,2021-07-01,Djibouti,4807,DJI
1907,2021-08-01,Djibouti,4848,DJI
1908,2021-09-01,Djibouti,4773,DJI
1909,2021-10-01,Djibouti,5507,DJI
1910,2021-11-01,Djibouti,5562,DJI
1911,2021-12-01,Djibouti,5843,DJI
1912,2022-01-01,Djibouti,5859,DJI
1913,2022-02-01,Djibouti,5292,DJI
1914,2022-03-01,Djibouti,5859,DJI
1915,2022-04-01,Djibouti,5670,DJI
1916,2022-05-01,Djibouti,5859,DJI
1917,2022-06-01,Djibouti,5670,DJI
1918,2022-07-01,Djibouti,5859,DJI
1919,2022-08-01,Djibouti,5859,DJI
1920,2022-09-01,Djibouti,5670,DJI
1921,2022-10-01,Djibouti,5859,DJI
1922,2022-11-01,Djibouti,1512,DJI
1923,2020-03-01,Dominica,0,DMA
1924,2020-04-01,Dominica,0,DMA
1925,2020-05-01,Dominica,0,DMA
1926,2020-06-01,Dominica,0,DMA
1927,2020-07-01,Dominica,0,DMA
1928,2020-08-01,Dominica,0,DMA
1929,2020-09-01,Dominica,0,DMA
1930,2020-10-01,Dominica,0,DMA
1931,2020-11-01,Dominica,0,DMA
1932,2020-12-01,Dominica,0,DMA
1933,2021-01-01,Dominica,0,DMA
1934,2021-02-01,Dominica,0,DMA
1935,2021-03-01,Dominica,0,DMA
1936,2021-04-01,Dominica,0,DMA
1937,2021-05-01,Dominica,0,DMA
1938,2021-06-01,Dominica,0,DMA
1939,2021-07-01,Dominica,0,DMA
1940,2021-08-01,Dominica,22,DMA
1941,2021-09-01,Dominica,264,DMA
1942,2021-10-01,Dominica,852,DMA
1943,2021-11-01,Dominica,1036,DMA
1944,2021-12-01,Dominica,1319,DMA
1945,2022-01-01,Dominica,1498,DMA
1946,2022-02-01,Dominica,1521,DMA
1947,2022-03-01,Dominica,1916,DMA
1948,2022-04-01,Dominica,1890,DMA
1949,2022-05-01,Dominica,1967,DMA
1950,2022-06-01,Dominica,2011,DMA
1951,2022-07-01,Dominica,2108,DMA
1952,2022-08-01,Dominica,2108,DMA
1953,2022-09-01,Dominica,2064,DMA
1954,2022-10-01,Dominica,2294,DMA
1955,2022-11-01,Dominica,592,DMA
1956,2020-03-01,Dominican Republic,220,DOM
1957,2020-04-01,Dominican Republic,5552,DOM
1958,2020-05-01,Dominican Republic,12982,DOM
1959,2020-06-01,Dominican Republic,18404,DOM
1960,2020-07-01,Dominican Republic,29158,DOM
1961,2020-08-01,Dominican Republic,44550,DOM
